web-scraper-order,web-scraper-start-url,monsterName,paginationLinks,paginationLinks-href,activeName2,activeDescription2,monsterId,leaderName,leaderDescription,attribute,race,star,monsterLink,monsterLink-href,activeName,activeDescription
"1556372126-3911","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","梅路艾姆","1751-1800","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921751-1800","","","1771","強悍之力量","強悍之力量
隊伍中只有妖精類及魔族成員時，每累計消除 1 粒符石，全隊攻擊力持續提升，最多可提升至 7 倍","木","魔族","7★","梅路艾姆","https://tos.fandom.com/zh/wiki/%E6%A2%85%E8%B7%AF%E8%89%BE%E5%A7%86","照亮一切的光","照亮一切的光
1 回合內，所有敵人的攻擊力減至 50%，並將被減去的攻擊力加入自身攻擊力"
"1556372222-4674","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","骷髏屠兵","1001-1050","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921001-1050","<img src=""https://vignette.wikia.nocookie.net/tos/images/b/b2/1014i.png/revision/latest/scale-to-width-down/40?cb=20151005095222&amp;path-prefix=zh"" 	 alt=""1014i""  	class="""" 	 	data-image-key=""1014i.png"" 	data-image-name=""1014i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/b/b2/1014i.png/revision/latest/scale-to-width-down/40?cb=20151005095222&amp;path-prefix=zh"" 	 alt=""1014i""  	class="""" 	 	data-image-key=""1014i.png"" 	data-image-name=""1014i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/b/bf/1015i.png/revision/latest/scale-to-width-down/40?cb=20151005095222&amp;path-prefix=zh"" 	 alt=""1015i""  	class="""" 	 	data-image-key=""1015i.png"" 	data-image-name=""1015i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/50/EvoPlus.png/revision/latest?cb=20130131050700&amp;path-prefix=zh"" 	 alt=""EvoPlus""  	class="""" 	 	data-image-key=""EvoPlus.png"" 	data-image-name=""EvoPlus.png"" 	 	 width=""24""  	 height=""24""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/5a/265i.png/revision/latest/scale-to-width-down/40?cb=20140618184916&amp;path-prefix=zh"" 	 alt=""265i""  	class="""" 	 	data-image-key=""265i.png"" 	data-image-name=""265i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/5a/265i.png/revision/latest/scale-to-width-down/40?cb=20140618184916&amp;path-prefix=zh"" 	 alt=""265i""  	class="""" 	 	data-image-key=""265i.png"" 	data-image-name=""265i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/3/3b/386i.png/revision/latest/scale-to-width-down/40?cb=20140618195818&amp;path-prefix=zh"" 	 alt=""386i""  	class="""" 	 	data-image-key=""386i.png"" 	data-image-name=""386i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/7/77/1415i.png/revision/latest/scale-to-width-down/40?cb=20170206111335&amp;path-prefix=zh"" 	 alt=""1415i""  	class="""" 	 	data-image-key=""1415i.png"" 	data-image-name=""1415i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","1015","邪之力","邪之力
暗屬性攻擊力 1.5 倍","暗","魔族","3★","骷髏屠兵","https://tos.fandom.com/zh/wiki/%E9%AA%B7%E9%AB%8F%E5%B1%A0%E5%85%B5","控壓","控壓
1 回合內，全體敵人的攻擊力弱化 20%，期間所有減傷效果無效"
"1556372377-5301","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","貪婪精靈女王","401-450","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92401-450","","","431","妖精之狂怒","妖精之狂怒
妖精類攻擊力 2.5 倍","光","妖精類","6★","貪婪精靈女王","https://tos.fandom.com/zh/wiki/%E8%B2%AA%E5%A9%AA%E7%B2%BE%E9%9D%88%E5%A5%B3%E7%8E%8B","治癒之心","治癒之心
回復效果提升 2 倍，直至沒有消除心符石 (不包括主動及隊長技)"
"1556372183-4390","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","淒迷啃魂者 ‧ 陶德","1301-1350","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921301-1350","","","1334","魔性流曳 ‧ 暗","魔性流曳 ‧ 暗
暗屬性魔族攻擊力 4 倍，生命力及回復力 1.5 倍","暗","魔族","7★","淒迷啃魂者 ‧ 陶德","https://tos.fandom.com/zh/wiki/%E6%B7%92%E8%BF%B7%E5%95%83%E9%AD%82%E8%80%85_%E2%80%A7_%E9%99%B6%E5%BE%B7","狂魔之戾 ‧ 血誓","狂魔之戾 ‧ 血誓
全隊攻擊力 1.5 倍，技能發動回合擊斃敵人的數量總和，將轉化為效果持續回合 (主動技能除外)；若有擊斃敵人時，該回合不會扣減技能持續回合"
"1556372252-4878","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","海戟守衛","801-850","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92801-850","<img src=""https://vignette.wikia.nocookie.net/tos/images/3/3a/831i.png/revision/latest/scale-to-width-down/40?cb=20150330110919&amp;path-prefix=zh"" 	 alt=""831i""  	class="""" 	 	data-image-key=""831i.png"" 	data-image-name=""831i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/3/3a/831i.png/revision/latest/scale-to-width-down/40?cb=20150330110919&amp;path-prefix=zh"" 	 alt=""831i""  	class="""" 	 	data-image-key=""831i.png"" 	data-image-name=""831i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/4/42/832i.png/revision/latest/scale-to-width-down/40?cb=20150330110919&amp;path-prefix=zh"" 	 alt=""832i""  	class="""" 	 	data-image-key=""832i.png"" 	data-image-name=""832i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","832","神之力","神之力
神族攻擊力 1.5倍","水","神族","3★","海戟守衛","https://tos.fandom.com/zh/wiki/%E6%B5%B7%E6%88%9F%E5%AE%88%E8%A1%9B","掩眼魔靈 ‧ 水","掩眼魔靈 ‧ 水
若場上剩下 2 粒或以下的水符石，隨機將 2 直行的符石轉化為水符石；反之，隨機將 1 直行的符石轉化為水符石"
"1556372050-3388","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","善惡顛倒 ‧ 窮奇","P01-P50","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92P01-P50","","","7006","野獸之嗔怒","野獸之嗔怒
獸類攻擊力 3 倍","火","獸類","7★","善惡顛倒 ‧ 窮奇","https://tos.fandom.com/zh/wiki/%E5%96%84%E6%83%A1%E9%A1%9B%E5%80%92_%E2%80%A7_%E7%AA%AE%E5%A5%87","逆天加冕","逆天加冕
與隊伍成員屬性相同的符石轉為強化符石；1 回合內，強化符石的效果提升 15%。若隊伍成員的屬性達三種或以上，發動技能後，當前技能 CD 減少 2"
"1556372619-5653","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","金光蜥蜴戰士","051-100","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92051-100","<img src=""https://vignette.wikia.nocookie.net/tos/images/1/1a/082i.png/revision/latest/scale-to-width-down/40?cb=20140618135655&amp;path-prefix=zh"" 	 alt=""082i""  	class="""" 	 	data-image-key=""082i.png"" 	data-image-name=""082i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/1/1a/082i.png/revision/latest/scale-to-width-down/40?cb=20140618135655&amp;path-prefix=zh"" 	 alt=""082i""  	class="""" 	 	data-image-key=""082i.png"" 	data-image-name=""082i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/52/083i.png/revision/latest/scale-to-width-down/40?cb=20140618135932&amp;path-prefix=zh"" 	 alt=""083i""  	class="""" 	 	data-image-key=""083i.png"" 	data-image-name=""083i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/50/EvoPlus.png/revision/latest?cb=20130131050700&amp;path-prefix=zh"" 	 alt=""EvoPlus""  	class="""" 	 	data-image-key=""EvoPlus.png"" 	data-image-name=""EvoPlus.png"" 	 	 width=""24""  	 height=""24""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/e/e7/249i.png/revision/latest/scale-to-width-down/40?cb=20140618183408&amp;path-prefix=zh"" 	 alt=""249i""  	class="""" 	 	data-image-key=""249i.png"" 	data-image-name=""249i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/1/1b/261i.png/revision/latest/scale-to-width-down/40?cb=20140618184031&amp;path-prefix=zh"" 	 alt=""261i""  	class="""" 	 	data-image-key=""261i.png"" 	data-image-name=""261i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/1/1b/261i.png/revision/latest/scale-to-width-down/40?cb=20140618184031&amp;path-prefix=zh"" 	 alt=""261i""  	class="""" 	 	data-image-key=""261i.png"" 	data-image-name=""261i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/8/8f/262i.png/revision/latest/scale-to-width-down/40?cb=20140618184036&amp;path-prefix=zh"" 	 alt=""262i""  	class="""" 	 	data-image-key=""262i.png"" 	data-image-name=""262i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/2/22/263i.png/revision/latest/scale-to-width-down/40?cb=20140618184902&amp;path-prefix=zh"" 	 alt=""263i""  	class="""" 	 	data-image-key=""263i.png"" 	data-image-name=""263i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/2/2b/342i.png/revision/latest/scale-to-width-down/40?cb=20140618192853&amp;path-prefix=zh"" 	 alt=""342i""  	class="""" 	 	data-image-key=""342i.png"" 	data-image-name=""342i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","083","龍之力","龍之力
龍類攻擊力 1.5 倍","光","龍類","3★","金光蜥蜴戰士","https://tos.fandom.com/zh/wiki/%E9%87%91%E5%85%89%E8%9C%A5%E8%9C%B4%E6%88%B0%E5%A3%AB","金光強擊","金光強擊
對單一敵人造成 10 倍光屬性傷害"
"1556372239-4780","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","風、雅、頌","901-950","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92901-950","<img src=""https://vignette.wikia.nocookie.net/tos/images/b/b4/928i.png/revision/latest/scale-to-width-down/40?cb=20150720120949&amp;path-prefix=zh"" 	 alt=""928i""  	class="""" 	 	data-image-key=""928i.png"" 	data-image-name=""928i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/b/b4/928i.png/revision/latest/scale-to-width-down/40?cb=20150720120949&amp;path-prefix=zh"" 	 alt=""928i""  	class="""" 	 	data-image-key=""928i.png"" 	data-image-name=""928i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/50/EvoPlus.png/revision/latest?cb=20130131050700&amp;path-prefix=zh"" 	 alt=""EvoPlus""  	class="""" 	 	data-image-key=""EvoPlus.png"" 	data-image-name=""EvoPlus.png"" 	 	 width=""24""  	 height=""24""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/3/39/267i.png/revision/latest/scale-to-width-down/40?cb=20140618185025&amp;path-prefix=zh"" 	 alt=""267i""  	class="""" 	 	data-image-key=""267i.png"" 	data-image-name=""267i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/e/e4/268i.png/revision/latest/scale-to-width-down/40?cb=20140618185117&amp;path-prefix=zh"" 	 alt=""268i""  	class="""" 	 	data-image-key=""268i.png"" 	data-image-name=""268i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f4/929i.png/revision/latest/scale-to-width-down/40?cb=20150720120949&amp;path-prefix=zh"" 	 alt=""929i""  	class="""" 	 	data-image-key=""929i.png"" 	data-image-name=""929i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","928","炎之力","炎之力
火屬性攻擊力 1.5 倍","火","獸類","2★","風、雅、頌","https://tos.fandom.com/zh/wiki/%E9%A2%A8%E3%80%81%E9%9B%85%E3%80%81%E9%A0%8C","烈炎強擊","烈炎強擊
對單一敵人造成 10 倍火屬性傷害"
"1556372209-4580","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","吐焰幼龍","1101-1150","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921101-1150","<img src=""https://vignette.wikia.nocookie.net/tos/images/7/71/1113i.png/revision/latest/scale-to-width-down/40?cb=20160314074949&amp;path-prefix=zh"" 	 alt=""1113i""  	class="""" 	 	data-image-key=""1113i.png"" 	data-image-name=""1113i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/7/71/1113i.png/revision/latest/scale-to-width-down/40?cb=20160314074949&amp;path-prefix=zh"" 	 alt=""1113i""  	class="""" 	 	data-image-key=""1113i.png"" 	data-image-name=""1113i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/50/EvoPlus.png/revision/latest?cb=20130131050700&amp;path-prefix=zh"" 	 alt=""EvoPlus""  	class="""" 	 	data-image-key=""EvoPlus.png"" 	data-image-name=""EvoPlus.png"" 	 	 width=""24""  	 height=""24""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/1/1b/261i.png/revision/latest/scale-to-width-down/40?cb=20140618184031&amp;path-prefix=zh"" 	 alt=""261i""  	class="""" 	 	data-image-key=""261i.png"" 	data-image-name=""261i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/8/8f/262i.png/revision/latest/scale-to-width-down/40?cb=20140618184036&amp;path-prefix=zh"" 	 alt=""262i""  	class="""" 	 	data-image-key=""262i.png"" 	data-image-name=""262i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/e/e3/1114i.png/revision/latest/scale-to-width-down/40?cb=20160314074949&amp;path-prefix=zh"" 	 alt=""1114i""  	class="""" 	 	data-image-key=""1114i.png"" 	data-image-name=""1114i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","1113","炎之力","炎之力
火屬性攻擊力 1.5 倍","火","龍類","2★","吐焰幼龍","https://tos.fandom.com/zh/wiki/%E5%90%90%E7%84%B0%E5%B9%BC%E9%BE%8D","防禦姿勢 ‧ 火","防禦姿勢 ‧ 火
木符石轉化為心符石"
"1556372216-4654","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","倭男具那命 日本武尊","1051-1100","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921051-1100","","","1098","雙刃斬 ‧ 水","雙刃斬 ‧ 水
水屬性攻擊力 2.5 倍；消除一組 5 粒或以上的水符石時，自身攻擊力額外提升 2 倍，若使用相同的隊長及戰友時，自身攻擊力額外提升至 4 倍","水","人類","6★","倭男具那命 日本武尊","https://tos.fandom.com/zh/wiki/%E5%80%AD%E7%94%B7%E5%85%B7%E9%82%A3%E5%91%BD_%E6%97%A5%E6%9C%AC%E6%AD%A6%E5%B0%8A","真・草薙剣","真・草薙剣
1 回合內，自身以全體水屬性成員攻擊力的 2 倍發動攻擊，其他水屬性成員不能發動攻擊"
"1556372216-4633","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","誓約的象徵 ‧ 華爾","1051-1100","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%921051-1100","","","1077","神之強權","神之強權
神族攻擊力 2 倍及回復力 1.5 倍","火","神族","6★","誓約的象徵 ‧ 華爾","https://tos.fandom.com/zh/wiki/%E8%AA%93%E7%B4%84%E7%9A%84%E8%B1%A1%E5%BE%B5_%E2%80%A7_%E8%8F%AF%E7%88%BE","驚天之怒 ‧ 神","驚天之怒 ‧ 神
1 回合內，神族攻擊力 2.5 倍"
"1556372087-3625","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","命盤牌局 ‧ 阿特拉哈西斯","S01-S50","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92S01-S50","<img src=""https://vignette.wikia.nocookie.net/tos/images/f/f9/802i.png/revision/latest/scale-to-width-down/40?cb=20150330110809&amp;path-prefix=zh"" 	 alt=""802i""  	class="""" 	 	data-image-key=""802i.png"" 	data-image-name=""802i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/f/f9/802i.png/revision/latest/scale-to-width-down/40?cb=20150330110809&amp;path-prefix=zh"" 	 alt=""802i""  	class="""" 	 	data-image-key=""802i.png"" 	data-image-name=""802i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/2/2c/6029i.png/revision/latest/scale-to-width-down/40?cb=20180711234404&amp;path-prefix=zh"" 	 alt=""6029i""  	class="""" 	 	data-image-key=""6029i.png"" 	data-image-name=""6029i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","6029","穹蒼之賜 ‧ 浪濤","穹蒼之賜 ‧ 浪濤
水屬性攻擊力 3 倍；每直行消除一組 4 粒或以上符石時 (只計算首批消除的符石)，該直行將產生 1 粒水符石","水","神族","7★","命盤牌局 ‧ 阿特拉哈西斯","https://tos.fandom.com/zh/wiki/%E5%91%BD%E7%9B%A4%E7%89%8C%E5%B1%80_%E2%80%A7_%E9%98%BF%E7%89%B9%E6%8B%89%E5%93%88%E8%A5%BF%E6%96%AF","水刃之能 ‧ 馭時","水刃之能 ‧ 馭時
1 回合內，移動符石時間延長至 8 秒；消除一組 6 粒或以上的水符石，水屬性攻擊力 1.5 倍"
"1556372098-3688","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","愛迪生","2001-2050","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%922001-2050","<img src=""https://vignette.wikia.nocookie.net/tos/images/d/d2/2012i.png/revision/latest/scale-to-width-down/40?cb=20190211105715&amp;path-prefix=zh"" 	 alt=""2012i""  	class="""" 	 	data-image-key=""2012i.png"" 	data-image-name=""2012i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","<img src=""https://vignette.wikia.nocookie.net/tos/images/d/d2/2012i.png/revision/latest/scale-to-width-down/40?cb=20190211105715&amp;path-prefix=zh"" 	 alt=""2012i""  	class="""" 	 	data-image-key=""2012i.png"" 	data-image-name=""2012i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/50/EvoPlus.png/revision/latest?cb=20130131050700&amp;path-prefix=zh"" 	 alt=""EvoPlus""  	class="""" 	 	data-image-key=""EvoPlus.png"" 	data-image-name=""EvoPlus.png"" 	 	 width=""24""  	 height=""24""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/3/39/254i.png/revision/latest/scale-to-width-down/40?cb=20140618183609&amp;path-prefix=zh"" 	 alt=""254i""  	class="""" 	 	data-image-key=""254i.png"" 	data-image-name=""254i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/2/21/259i.png/revision/latest/scale-to-width-down/40?cb=20140618184020&amp;path-prefix=zh"" 	 alt=""259i""  	class="""" 	 	data-image-key=""259i.png"" 	data-image-name=""259i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/8/8f/262i.png/revision/latest/scale-to-width-down/40?cb=20140618184036&amp;path-prefix=zh"" 	 alt=""262i""  	class="""" 	 	data-image-key=""262i.png"" 	data-image-name=""262i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/5/5a/265i.png/revision/latest/scale-to-width-down/40?cb=20140618184916&amp;path-prefix=zh"" 	 alt=""265i""  	class="""" 	 	data-image-key=""265i.png"" 	data-image-name=""265i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/e/e7/266i.png/revision/latest/scale-to-width-down/40?cb=20140618184920&amp;path-prefix=zh"" 	 alt=""266i""  	class="""" 	 	data-image-key=""266i.png"" 	data-image-name=""266i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/f/f1/EvoArrow.png/revision/latest/scale-to-width-down/30?cb=20180329210951&amp;path-prefix=zh"" 	 alt=""EvoArrow""  	class="""" 	 	data-image-key=""EvoArrow.png"" 	data-image-name=""EvoArrow.png"" 	 	 width=""30""  	 height=""23""  	 	 	 	> <img src=""https://vignette.wikia.nocookie.net/tos/images/c/cb/2013i.png/revision/latest/scale-to-width-down/40?cb=20190211105729&amp;path-prefix=zh"" 	 alt=""2013i""  	class="""" 	 	data-image-key=""2013i.png"" 	data-image-name=""2013i.png"" 	 	 width=""40""  	 height=""40""  	 	 	 	>","2012","靈氣迫人 ‧ 光","靈氣迫人 ‧ 光
人類攻擊力 3.5 倍，光符石兼具 25% 心符石效果 (可疊加)","光","人類","5★","愛迪生","https://tos.fandom.com/zh/wiki/%E6%84%9B%E8%BF%AA%E7%94%9F","閃光攻擊","閃光攻擊
對敵方全體造成 3 倍光屬性傷害"
"1556372060-3459","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","防龍","S201-S250","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92S201-S250","靈魂精髓","靈魂精髓","null","龍牙棋","龍牙棋","null","null","地精","null","","荒誕精靈","荒誕精靈"
"1556372245-4833","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","念郎仙子 · 織女","851-900","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92851-900","","","878","海之怒","海之怒
水屬性攻擊力 2 倍","水","神族","6★","念郎仙子 · 織女","https://tos.fandom.com/zh/wiki/%E5%BF%B5%E9%83%8E%E4%BB%99%E5%AD%90_%C2%B7_%E7%B9%94%E5%A5%B3","妾之心扉","妾之心扉
將場上右方的 15 粒符石轉化為固定數量及位置的水、火及心符石"
"1556372518-5523","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92001-050","重生之白魂","201-250","https://tos.fandom.com/zh/wiki/%E5%AF%B5%E7%89%A9%E5%9C%96%E9%91%92201-250","","","249","聖之力","聖之力
光屬性攻擊力 1.5 倍","光","進化素材","2★","重生之白魂","https://tos.fandom.com/zh/wiki/%E9%87%8D%E7%94%9F%E4%B9%8B%E7%99%BD%E9%AD%82","閃光攻擊","閃光攻擊
對敵方全體造成 3 倍光屬性傷害"
